timestamp,device_id,cpu_usage,memory_usage,temperature_c,network_latency_ms,throughput_mbps,error_count,uptime_pct,location,date,hour,month,risk_flag,error_severity,cpu_category,latency_category,latency_score,device_health_score
2025-05-10 04:52:00,DEV_0221,35.18,61.32,32.28,70.99,100.66,0,98.47,Gurgaon,2025-05-10,4,5,False,No Error,Low,Good,48.688109866281174,66.46
2025-07-31 03:25:00,DEV_0454,62.94,72.44,39.85,45.79,126.01,0,99.28,Pune,2025-07-31,3,7,False,No Error,Normal,Excellent,66.90278279725334,59.79
2025-01-18 04:38:00,DEV_0356,15.59,62.89,35.53,92.61,137.38,0,98.43,Pune,2025-01-18,4,1,False,No Error,Low,Good,33.061076978677264,68.89
2025-03-06 18:56:00,DEV_0432,46.03,65.0,55.91,29.75,172.72,0,97.92,Delhi,2025-03-06,18,3,False,No Error,Normal,Excellent,78.4965666787134,68.27
2025-04-02 22:08:00,DEV_0155,36.53,42.09,42.08,24.91,127.71,0,99.55,Delhi,2025-04-02,22,4,False,No Error,Low,Excellent,81.99494036863028,76.89
2025-03-18 12:14:00,DEV_0063,81.23,51.9,39.51,33.42,111.28,0,98.96,Gurgaon,2025-03-18,12,3,False,No Error,High,Excellent,75.84387423202024,60.11
2025-02-26 02:33:00,DEV_0114,83.97,66.25,45.88,83.1,113.99,0,99.34,Pune,2025-02-26,2,2,False,No Error,High,Good,39.934947596675094,49.35
2025-05-07 20:42:00,DEV_0156,28.36,58.95,24.03,33.67,155.19,0,98.67,Noida,2025-05-07,20,5,False,No Error,Low,Excellent,75.66317311167329,74.44
2025-07-11 19:13:00,DEV_0397,65.77,58.9,48.48,32.93,134.01,0,99.47,Pune,2025-07-11,19,7,False,No Error,Normal,Excellent,76.19804842790026,63.57
2025-02-08 10:10:00,DEV_0154,43.69,49.69,46.51,75.66,79.85,0,100.0,Delhi,2025-02-08,10,2,False,No Error,Normal,Good,45.31261293820022,66.02
2025-06-04 11:21:00,DEV_0298,46.58,50.29,50.29,64.21,198.2,0,99.05,Pune,2025-06-04,11,6,False,No Error,Normal,Good,53.58872425009035,66.4
2025-10-31 00:12:00,DEV_0360,40.24,43.29,47.4,32.12,80.42,0,99.24,Delhi,2025-10-31,0,10,False,No Error,Normal,Excellent,76.78352005782436,74.4
2025-11-06 12:37:00,DEV_0340,38.03,34.9,31.73,11.45,159.84,0,99.79,Bengaluru,2025-11-06,12,11,False,No Error,Low,Excellent,91.72388868810987,79.89
2025-11-19 13:50:00,DEV_0074,50.89,43.22,39.65,54.76,147.62,0,99.86,Bengaluru,2025-11-19,13,11,False,No Error,Normal,Good,60.41922659920492,68.13
2025-09-23 20:01:00,DEV_0059,31.13,29.98,45.02,48.2,93.8,0,100.0,Noida,2025-09-23,20,9,False,No Error,Low,Excellent,65.16082399710878,77.7
2025-04-30 00:22:00,DEV_0079,86.75,67.46,42.3,23.29,136.74,4,98.46,Pune,2025-04-30,0,4,True,Medium,Critical,Excellent,83.1658836284785,56.65
2025-02-15 19:42:00,DEV_0444,51.13,68.49,46.54,67.04,73.84,0,97.46,Pune,2025-02-15,19,2,False,No Error,Normal,Good,51.543187567762914,60.51
2025-01-01 16:24:00,DEV_0107,36.77,27.05,60.18,60.54,105.96,0,99.64,Delhi,2025-01-01,16,1,False,No Error,Low,Good,56.24141669678352,74.7
2025-06-25 16:47:00,DEV_0388,69.67,55.65,60.54,33.31,74.09,0,99.4,Gurgaon,2025-06-25,16,6,False,No Error,Normal,Excellent,75.9233827249729,62.97
2025-10-02 18:49:00,DEV_0217,10.46,55.53,35.36,42.3,116.36,0,99.43,Gurgaon,2025-10-02,18,10,False,No Error,Low,Excellent,69.42537043729672,79.47
2025-12-17 04:57:00,DEV_0400,32.04,60.76,50.87,49.37,24.78,0,97.35,Noida,2025-12-17,4,12,False,No Error,Low,Excellent,64.31514275388508,70.3
2025-11-14 14:46:00,DEV_0467,52.92,50.98,41.47,24.92,139.0,0,98.57,Gurgaon,2025-11-14,14,11,False,No Error,Normal,Excellent,81.98771232381641,69.9
2025-05-04 21:28:00,DEV_0078,49.27,72.76,55.61,38.18,112.61,0,98.66,Pune,2025-05-04,21,5,False,No Error,Normal,Excellent,72.4033249006144,64.75
2025-05-14 17:18:00,DEV_0238,92.86,59.56,49.44,78.52,170.69,1,98.39,Pune,2025-05-14,17,5,True,Low,Critical,Good,43.24539212143116,48.4
2025-12-02 07:48:00,DEV_0179,63.06,61.46,62.77,65.63,97.06,0,98.75,Delhi,2025-12-02,7,12,False,No Error,Normal,Good,52.5623418865197,58.93
2025-10-06 19:47:00,DEV_0281,39.89,90.26,54.84,61.18,84.04,0,98.57,Delhi,2025-10-06,19,10,False,No Error,Low,Good,55.778821828695335,60.71
2025-03-10 00:11:00,DEV_0184,64.85,43.53,36.51,50.64,152.71,0,100.0,Bengaluru,2025-03-10,0,3,False,No Error,Normal,Good,63.397181062522584,64.52
2025-03-16 05:00:00,DEV_0023,36.39,70.99,47.72,36.1,145.79,0,99.5,Pune,2025-03-16,5,3,False,No Error,Low,Excellent,73.90675822190097,69.52
2025-11-25 00:33:00,DEV_0105,79.91,55.8,30.04,56.25,58.62,0,100.0,Noida,2025-11-25,0,11,False,No Error,High,Good,59.342247921937116,56.74
2025-06-19 20:51:00,DEV_0002,58.28,51.79,70.86,48.75,142.74,5,99.83,Bengaluru,2025-06-19,20,6,True,Medium,Normal,Excellent,64.7632815323455,65.06
2025-04-30 19:50:00,DEV_0407,37.82,60.38,64.06,28.62,175.06,0,98.05,Gurgaon,2025-04-30,19,4,False,No Error,Low,Excellent,79.3133357426816,71.86
2025-05-12 09:09:00,DEV_0444,70.94,57.21,52.21,31.58,44.24,0,97.97,Delhi,2025-05-12,9,5,False,No Error,High,Excellent,77.17383447777377,62.1
2025-09-22 12:41:00,DEV_0410,62.34,68.03,50.53,60.81,115.61,0,100.0,Delhi,2025-09-22,12,9,False,No Error,Normal,Good,56.046259486808815,58.9
2025-11-06 13:50:00,DEV_0109,74.22,25.98,42.31,30.02,81.48,0,99.63,Gurgaon,2025-11-06,13,11,False,No Error,High,Excellent,78.30140946873871,68.09
2025-06-24 01:03:00,DEV_0307,53.19,54.73,56.25,84.96,166.53,3,100.0,Delhi,2025-06-24,1,6,False,Medium,Normal,Good,38.590531261293826,60.82
2025-02-05 16:38:00,DEV_0134,64.17,49.33,44.07,51.87,20.52,1,100.0,Noida,2025-02-05,16,2,False,Low,Normal,Good,62.50813155041561,63.38
2025-05-04 16:03:00,DEV_0117,43.28,63.62,31.31,43.35,128.74,0,100.0,Delhi,2025-05-04,16,5,False,No Error,Normal,Excellent,68.66642573183954,68.03
2025-12-06 06:53:00,DEV_0466,28.75,26.48,52.41,55.32,160.79,0,99.21,Noida,2025-12-06,6,12,False,No Error,Low,Good,60.01445608962776,77.84
2025-01-02 00:19:00,DEV_0015,38.08,56.4,39.56,15.56,141.5,0,98.98,Delhi,2025-01-02,0,1,False,No Error,Low,Excellent,88.75316226960607,74.74
2025-07-10 00:30:00,DEV_0479,43.16,73.68,61.17,64.5,128.1,0,98.82,Delhi,2025-07-10,0,7,False,No Error,Normal,Good,53.37911095048789,62.64
2025-04-22 09:00:00,DEV_0156,93.55,46.28,56.24,36.6,74.91,7,99.5,Noida,2025-04-22,9,4,True,High,Critical,Excellent,73.54535598120708,57.24
2025-05-14 00:42:00,DEV_0160,58.02,60.31,36.64,56.83,122.58,0,99.68,Bengaluru,2025-05-14,0,5,False,No Error,Normal,Good,58.9230213227322,62.22
2025-04-08 08:52:00,DEV_0395,38.73,56.35,43.43,2.34,96.84,0,99.03,Bengaluru,2025-04-08,8,4,False,No Error,Low,Excellent,98.30863751355258,76.48
2025-10-29 04:24:00,DEV_0018,55.45,12.27,62.51,21.43,173.61,0,98.52,Pune,2025-10-29,4,10,False,No Error,Normal,Excellent,84.51029996385978,77.37
2025-08-12 18:28:00,DEV_0176,56.44,47.15,42.92,44.45,96.44,0,97.65,Pune,2025-08-12,18,8,False,No Error,Normal,Excellent,67.87134080231297,66.51
2025-01-19 16:33:00,DEV_0028,55.03,16.74,38.72,44.48,177.69,0,99.2,Noida,2025-01-19,16,1,False,No Error,Normal,Excellent,67.84965666787134,73.47
2025-03-26 02:24:00,DEV_0442,22.27,74.37,32.23,50.87,139.02,0,97.8,Bengaluru,2025-03-26,2,3,False,No Error,Low,Good,63.230936031803395,70.43
2025-06-24 06:30:00,DEV_0178,67.96,47.69,50.02,45.87,142.17,0,100.0,Noida,2025-06-24,6,6,False,No Error,Normal,Excellent,66.84495843874231,63.44
2025-11-24 03:58:00,DEV_0392,95.84,68.46,40.28,15.51,16.28,5,99.48,Bengaluru,2025-11-24,3,11,True,Medium,Critical,Excellent,88.78930249367546,55.16
2025-05-08 22:03:00,DEV_0118,23.3,41.73,41.61,51.33,125.31,0,100.0,Pune,2025-05-08,22,5,False,No Error,Low,Good,62.89844597036501,77.24
2025-02-14 01:41:00,DEV_0373,35.56,38.58,42.9,65.1,135.26,0,99.09,Pune,2025-02-14,1,2,False,No Error,Low,Good,52.94542826165522,71.93
2025-09-19 05:35:00,DEV_0076,37.65,83.17,37.79,32.14,143.24,0,98.63,Delhi,2025-09-19,5,9,False,No Error,Low,Excellent,76.7690639681966,67.01
2025-12-21 13:28:00,DEV_0022,76.28,60.69,48.63,61.84,197.81,0,99.12,Delhi,2025-12-21,13,12,False,No Error,High,Good,55.3017708709794,55.77
2025-01-06 18:12:00,DEV_0349,67.66,73.84,33.82,53.17,172.58,1,99.51,Noida,2025-01-06,18,1,False,Low,Normal,Good,61.56848572461149,57.1
2025-04-15 21:31:00,DEV_0174,55.77,78.16,47.96,59.49,126.05,0,100.0,Delhi,2025-04-15,21,4,False,No Error,Normal,Good,57.00036140224069,59.04
2025-06-29 05:07:00,DEV_0008,61.91,42.04,42.7,53.59,94.83,0,99.25,Bengaluru,2025-06-29,5,6,False,No Error,Normal,Good,61.26490784242862,65.05
2025-12-07 13:14:00,DEV_0043,32.4,93.85,32.14,64.86,47.48,0,99.36,Pune,2025-12-07,13,12,False,No Error,Low,Good,53.11890133718829,61.94
2025-09-26 23:17:00,DEV_0272,21.33,47.48,39.61,40.72,193.72,0,99.84,Gurgaon,2025-09-26,23,9,False,No Error,Low,Excellent,70.56740151788941,78.17
2025-05-04 06:00:00,DEV_0382,29.41,62.13,31.99,32.03,149.0,0,98.22,Pune,2025-05-04,6,5,False,No Error,Low,Excellent,76.84857246114926,73.59
2025-06-29 15:56:00,DEV_0193,64.74,61.2,45.21,70.98,113.96,0,98.47,Gurgaon,2025-06-29,15,6,False,No Error,Normal,Good,48.69533791109505,57.62
2025-01-24 10:14:00,DEV_0312,60.21,49.5,36.5,69.54,83.6,3,98.49,Gurgaon,2025-01-24,10,1,False,Medium,Normal,Good,49.73617636429345,61.53
2025-06-19 20:29:00,DEV_0459,52.6,45.68,37.31,33.71,63.05,0,99.28,Pune,2025-06-19,20,6,False,No Error,Normal,Excellent,75.63426093241777,69.99
2025-05-03 09:15:00,DEV_0171,69.21,91.71,44.06,34.18,161.65,0,98.62,Delhi,2025-05-03,9,5,False,No Error,Normal,Excellent,75.29454282616553,55.54
2025-10-08 10:21:00,DEV_0353,61.93,62.41,43.76,57.04,149.57,0,99.73,Bengaluru,2025-10-08,10,10,False,No Error,Normal,Good,58.771232381640765,60.61
2025-08-13 17:59:00,DEV_0293,53.17,28.72,56.62,40.36,107.55,0,99.11,Noida,2025-08-13,17,8,False,No Error,Normal,Excellent,70.82761113118902,72.2
2025-02-25 23:02:00,DEV_0004,78.48,66.17,63.5,54.02,27.58,0,99.4,Noida,2025-02-25,23,2,False,No Error,High,Good,60.95410191543188,55.23
2025-11-27 23:57:00,DEV_0271,19.57,85.59,52.24,50.51,89.61,0,98.17,Delhi,2025-11-27,23,11,False,No Error,Low,Good,63.491145645102996,69.16
2025-07-05 08:02:00,DEV_0008,82.72,56.05,35.6,68.25,95.33,0,99.76,Delhi,2025-07-05,8,7,False,No Error,High,Good,50.6685941452837,54.04
2025-10-09 14:58:00,DEV_0234,38.62,58.5,50.55,90.56,137.58,0,98.98,Gurgaon,2025-10-09,14,10,False,No Error,Low,Good,34.54282616552223,63.32
2025-05-22 13:35:00,DEV_0120,74.12,54.28,72.03,45.36,149.8,4,99.6,Gurgaon,2025-05-22,13,5,True,Medium,High,Excellent,67.21358872425009,60.23
2025-12-07 19:16:00,DEV_0192,50.26,44.62,36.81,49.02,160.68,0,99.23,Pune,2025-12-07,19,12,False,No Error,Normal,Excellent,64.56812432237079,68.68
2025-02-28 14:54:00,DEV_0248,81.73,43.07,48.25,26.53,211.6,0,99.82,Noida,2025-02-28,14,2,False,No Error,High,Excellent,80.82399710878207,62.98
2025-09-02 20:04:00,DEV_0287,71.86,58.69,49.78,69.72,75.22,0,99.72,Noida,2025-09-02,20,9,False,No Error,High,Good,49.60607155764366,56.54
2025-09-12 03:22:00,DEV_0236,30.97,83.5,45.93,94.5,114.3,0,97.72,Noida,2025-09-12,3,9,False,No Error,Low,Good,31.694976508854353,59.66
2025-03-29 09:17:00,DEV_0043,59.85,56.65,46.71,31.38,82.96,0,99.59,Gurgaon,2025-03-29,9,3,False,No Error,Normal,Excellent,77.31839537405132,66.06
2025-03-11 12:01:00,DEV_0039,44.82,48.1,49.14,38.02,101.98,0,98.83,Noida,2025-03-11,12,3,False,No Error,Normal,Excellent,72.51897361763643,71.09
2025-05-01 13:03:00,DEV_0003,59.03,76.12,50.03,45.01,160.26,0,100.0,Noida,2025-05-01,13,5,False,No Error,Normal,Excellent,67.46657029273581,60.56
2025-11-30 06:08:00,DEV_0140,69.89,66.74,29.43,77.18,158.06,0,99.34,Pune,2025-11-30,6,11,False,No Error,Normal,Good,44.21395012649077,54.33
2025-05-16 06:48:00,DEV_0434,37.45,44.66,48.61,40.48,167.56,0,98.5,Delhi,2025-05-16,6,5,False,No Error,Low,Excellent,70.74087459342249,73.53
2025-10-28 02:20:00,DEV_0358,19.07,68.36,36.59,21.69,126.28,0,99.86,Bengaluru,2025-10-28,2,10,False,No Error,Low,Excellent,84.32237079869896,77.43
2025-06-18 02:58:00,DEV_0348,66.16,46.22,37.41,42.44,119.98,0,99.34,Gurgaon,2025-06-18,2,6,False,No Error,Normal,Excellent,69.32417780990242,64.57
2025-06-02 14:21:00,DEV_0417,82.86,96.53,45.45,45.67,141.6,0,98.59,Gurgaon,2025-06-02,14,6,False,No Error,High,Excellent,66.98951933501988,48.81
2025-06-19 22:08:00,DEV_0004,82.35,78.07,41.76,72.72,104.25,0,100.0,Noida,2025-06-19,22,6,False,No Error,High,Good,47.43765811348031,49.17
2025-12-20 10:22:00,DEV_0277,44.84,58.59,43.01,54.09,117.43,0,97.54,Delhi,2025-12-20,10,12,False,No Error,Normal,Good,60.90350560173473,66.27
2025-04-22 02:00:00,DEV_0366,69.36,37.8,52.52,41.77,108.62,0,100.0,Delhi,2025-04-22,2,4,False,No Error,Normal,Excellent,69.80845681243224,65.59
2025-08-19 15:54:00,DEV_0054,43.46,54.81,45.66,30.78,177.34,0,97.81,Bengaluru,2025-08-19,15,8,False,No Error,Normal,Excellent,77.75207806288398,70.89
2025-05-22 19:51:00,DEV_0191,32.58,42.49,46.24,53.47,115.56,0,99.14,Bengaluru,2025-05-22,19,5,False,No Error,Low,Good,61.35164438019516,73.74
2025-07-18 21:54:00,DEV_0247,51.72,52.98,54.2,55.82,96.3,0,98.87,Pune,2025-07-18,21,7,False,No Error,Normal,Good,59.653053848933865,65.48
2025-02-08 15:01:00,DEV_0330,82.86,31.73,40.21,72.38,156.49,0,98.01,Gurgaon,2025-02-08,15,2,False,No Error,High,Good,47.68341163715215,57.74
2025-02-21 04:43:00,DEV_0403,0.0,84.81,41.44,81.82,96.17,0,98.35,Gurgaon,2025-02-21,4,2,False,No Error,,Good,40.860137332851465,70.72
2025-07-01 08:37:00,DEV_0450,55.86,9.45,48.58,75.49,50.24,0,98.43,Delhi,2025-07-01,8,7,False,No Error,Normal,Good,45.43548970003614,69.97
2025-07-30 05:27:00,DEV_0197,23.73,53.79,62.3,53.5,101.63,0,97.27,Bengaluru,2025-07-30,5,7,False,No Error,Low,Good,61.329960245753526,73.57
2025-12-30 05:14:00,DEV_0469,13.87,52.58,39.15,16.7,110.17,0,98.53,Gurgaon,2025-12-30,5,12,False,No Error,Low,Excellent,87.929165160824,82.47
2025-09-28 03:16:00,DEV_0287,63.27,68.42,28.87,43.59,137.72,0,99.43,Delhi,2025-09-28,3,9,False,No Error,Normal,Excellent,68.49295265630647,60.86
2025-12-02 20:39:00,DEV_0195,10.36,17.63,45.98,30.2,156.06,0,99.63,Noida,2025-12-02,20,12,False,No Error,Low,Excellent,78.17130466208891,88.89
2025-02-14 05:31:00,DEV_0385,77.5,71.39,46.37,57.07,87.48,0,99.87,Bengaluru,2025-02-14,5,2,False,No Error,High,Good,58.74954824719913,54.18
2025-02-09 07:51:00,DEV_0018,36.58,48.23,35.9,41.89,145.51,0,99.73,Bengaluru,2025-02-09,7,2,False,No Error,Low,Excellent,69.7217202746657,73.24
2025-08-12 14:30:00,DEV_0112,36.34,49.09,43.27,19.62,109.06,0,97.94,Pune,2025-08-12,14,8,False,No Error,Low,Excellent,85.81857607517166,75.83
2025-08-11 17:01:00,DEV_0426,63.51,64.45,47.11,37.81,202.08,1,99.52,Delhi,2025-08-11,17,8,False,Low,Normal,Excellent,72.67076255872786,62.45
2025-04-19 12:43:00,DEV_0116,57.71,42.91,42.4,51.9,130.6,0,98.61,Gurgaon,2025-04-19,12,4,False,No Error,Normal,Good,62.48644741597398,66.19
2025-05-23 02:29:00,DEV_0288,69.27,81.1,30.49,53.09,91.82,0,99.85,Pune,2025-05-23,2,5,False,No Error,Normal,Good,61.62631008312251,55.28
2025-07-10 09:49:00,DEV_0036,43.56,60.53,49.74,1.0,130.32,0,99.68,Pune,2025-07-10,9,7,False,No Error,Normal,Excellent,99.27719551861222,74.59
2025-08-11 19:45:00,DEV_0341,15.15,100.0,45.96,10.57,228.8,0,99.5,Bengaluru,2025-08-11,19,8,False,No Error,Low,Excellent,92.35995663173111,73.78
2025-11-30 03:16:00,DEV_0222,61.05,81.12,20.18,56.5,128.94,0,98.3,Bengaluru,2025-11-30,3,11,False,No Error,Normal,Good,59.16154680159017,56.78
2025-05-31 02:57:00,DEV_0122,45.94,72.81,43.37,24.99,93.39,0,100.0,Gurgaon,2025-05-31,2,5,False,No Error,Normal,Excellent,81.93711601011927,68.04
2025-10-24 13:46:00,DEV_0031,76.96,77.96,43.86,58.74,90.93,0,98.29,Bengaluru,2025-10-24,13,10,False,No Error,High,Good,57.54246476328153,52.32
2025-05-29 22:06:00,DEV_0009,65.57,81.96,31.7,48.21,188.93,0,98.07,Pune,2025-05-29,22,5,False,No Error,Normal,Excellent,65.15359595229489,56.39
2025-12-14 20:38:00,DEV_0364,50.4,60.25,32.44,42.01,140.26,0,98.78,Gurgaon,2025-12-14,20,12,False,No Error,Normal,Excellent,69.63498373689917,66.39
2025-01-15 07:04:00,DEV_0239,56.26,50.74,45.38,27.31,201.56,0,100.0,Pune,2025-01-15,7,1,False,No Error,Normal,Excellent,80.2602096132996,69.03
2025-03-19 10:09:00,DEV_0487,48.14,89.46,21.56,55.44,130.54,0,99.19,Pune,2025-03-19,10,3,False,No Error,Normal,Good,59.927719551861216,59.41
2025-08-13 13:04:00,DEV_0249,25.43,74.7,36.75,55.27,144.85,3,100.0,Gurgaon,2025-08-13,13,8,False,Medium,Low,Good,60.05059631369714,69.44
2025-05-26 11:14:00,DEV_0284,49.66,31.88,59.72,11.6,114.87,0,100.0,Delhi,2025-05-26,11,5,False,No Error,Normal,Excellent,91.6154680159017,77.05
2025-03-29 22:33:00,DEV_0396,12.65,63.98,40.99,39.62,127.23,0,99.12,Pune,2025-03-29,22,3,False,No Error,Low,Excellent,71.36248644741598,77.42
2025-01-03 08:22:00,DEV_0481,75.24,79.05,48.29,37.02,174.73,0,99.72,Delhi,2025-01-03,8,1,False,No Error,High,Excellent,73.24177809902422,56.18
2025-06-03 07:27:00,DEV_0364,79.24,66.03,54.38,48.74,106.96,0,98.97,Bengaluru,2025-06-03,7,6,False,No Error,High,Excellent,64.77050957715937,55.67
2025-02-09 06:21:00,DEV_0166,37.42,88.89,49.68,60.12,115.53,0,99.48,Bengaluru,2025-02-09,6,2,False,No Error,Low,Good,56.54499457896639,62.15
2025-03-11 11:51:00,DEV_0041,100.0,84.49,53.13,15.53,148.29,4,98.07,Bengaluru,2025-03-11,11,3,True,Medium,Critical,Excellent,88.77484640404771,50.28
2025-01-03 01:48:00,DEV_0438,33.67,72.52,34.92,84.91,103.19,0,100.0,Bengaluru,2025-01-03,1,1,False,No Error,Low,Good,38.626671485363204,63.12
2025-11-05 21:26:00,DEV_0430,52.81,62.4,39.6,59.05,149.08,0,100.0,Gurgaon,2025-11-05,21,11,False,No Error,Normal,Good,57.31839537405132,63.14
2025-01-19 15:10:00,DEV_0014,44.68,68.9,53.55,49.82,112.39,0,97.97,Gurgaon,2025-01-19,15,1,False,No Error,Normal,Excellent,63.98988073726057,65.0
2025-01-07 06:20:00,DEV_0241,39.81,50.72,47.13,101.08,134.57,0,98.89,Noida,2025-01-07,6,1,False,No Error,Low,Poor,26.938923021322736,62.97
2025-03-29 02:32:00,DEV_0390,55.03,57.09,38.48,62.66,100.35,0,98.98,Bengaluru,2025-03-29,2,3,False,No Error,Normal,Good,54.70907119624142,62.71
2025-10-24 04:04:00,DEV_0431,41.55,65.73,29.47,39.55,191.99,0,99.37,Noida,2025-10-24,4,10,False,No Error,Normal,Excellent,71.41308276111312,68.48
